review_id,order_id,review_score,review_comment_message,predicted_stars,model_confidence,agrees_with_rating
d9445b37ccaf193c64e6b142c9b93767,90c3d2abe0d324efde558a3f187018a9,1,"Péssimo atendimento da targaryen. As 2 bandejas espelhas rosas eram p/ ser entregues até 06/12, porém até agora NÃO AS RECEBI E NEM TIVE RESPOSTA ÁS MINHAS RECLAMAÇÕES. GENTILEZA PROVIDENCIAR A ENTREGA.",1,0.897,True
5783dca4fe3c67496b3e831181af9e06,56d1fb4a6598e5323822ae47a4d14c9d,1,o produto comprado foi cabo HDMI e veio VGA. Preciso trocar.,1,0.317,True
a0d08ebbad49b4bd969f6e24375f861e,cf7cd0f395801ff5971596509470129c,1,Nunca mais comprarei a essa empresa . E as lannister também perderam um cliente.,1,0.904,True
c8e029fdec3750244c31f0fc6a0fbcb4,d61923c6cb80bdd877ba63a3c77830f0,1,"Encomendei uma lona e recebi um ursinho e uma caneca cujo destinatário, conforme nota fiscal, seria Ana Maria Pires Queiroz.
Já fiz duas notificações via site da loja e não recebi o retorno. ",1,0.827,True
5ad171e2befd146aac220f83acc3e019,668806d98daef95d0b00c461c8c4afc3,1,Nao recomendo comprei uma cortina é veio só as varetas de colocar as cortinas,1,0.72,True
8cec42e9288d9f84c26b845997b9e36d,e246ac3f62e56576a4f95864cff73495,1,Muito ruim essa marca de relógio. Péssimo,1,0.889,True
d0233fbba83f61318f600b4f27d4e57d,3a3239fa60ea2f77a53990f66c3f1a45,1,Entregaram cartucho errado. Pedi 02 cartuchos 60 xl preto hp e entregaram 01 cartucho 662 xl preto e 01 cartucho 662xl colorido. Aguardo a troca ,1,0.717,True
65cc6f4acccbd752463a2e5da7a6f2b5,f5eb5acec9783ed29ec9e62f521e409e,1,"Meu pedido foi entregue pela metade. As réguas vieram, mas as tesouras não. Aguardo um retorno da loja",1,0.738,True
f795d9f4c493a881550727dec2a8b2d6,9c9de9ca209ab5a4f0b1e55730231247,1,"Comprei 02 jogos de cama conforme consta no pedido e recebi só 01 jogo.Quero solução do problema urgente pois já paguei a primeira parcela, estou sendo lesada.Sou cliente antiga do baratheon .",1,0.739,True
8f439ef151ede5e0681f757fe866e581,5619a43b2e52eacbfaafc5c569c1866d,1,"Boa tarde!
Quero saber onde está minha mercadoria",5,0.454,False
f79e78e91624c1c6b5275b376bf53956,bbca89624572b1532cc19840d3ad81c8,1,"PRODUTO ENTREGUE VAZANDO DENTRO DA CAIXA NÃO TEM UM CUIDADO SE QUER COM PRODUTO, A ENTREGA FOI ANTES DO PRAZO.",1,0.463,True
356069a1b058890bc0a362033a8a1a65,18eadded4d37d643ad53765a205ad45b,1,"Apesar de falar que o cooler era compativel com o meu purificador na descricao do anuncio, NAO É.

Tive que devolver. Ou seja, esperei a toa.",1,0.671,True
ab62d142ee277026400f4201da36cedc,77670d903936f910039e218bb3ea400d,1,O descrição do do produto no site .sobre o tamanho não confere com produto recebido....muito pequena .....,2,0.406,False
3e165ba71cdc6c2a5dd18136eb8a3bb1,6e163fdf1ba2f182f3a922e26d690c09,1,"As malas vieram com rebites todos soltos.

Tive que gastar para arrumar as 3 malas

Não recomendo ",1,0.728,True
0de6a1e4db45949471e4bb262d2fd317,f98dc0bb1b5d1102af20837256cca2c5,1,Pedi a cor L2 e recebi a cor L3. Se não tinha no estoque era só avisar ao cliente se ele gostaria de esperar ou cancelar o pedido. Agora peço para realizar a devolução e não tenho resposta.,1,0.714,True
6ca6687c5fbfd2dce06daaec628bdac9,db0335818a0e49d9d5bbe1ce0a99310e,1,Loja sem vergonha. Não entregaram o pedido e tiveram a descaração de duErem que eu o cancelei. Porcaria de vendedor. stark escolheu muito mal o seu paeceiro.,1,0.81,True
7ff3e4a8c40216cdc78be392af8550f7,07926fd3755c862341b7c7a15ef40b30,1,Meu produto veio errado. Outra estamos. Fiz contato no dia do recebimento dia 24 para devolução e até agora nda...estou aguardando ainda...,1,0.761,True
358b73416229bf19ff44882eab4a9e67,6a84c0dc9f5ad55bac8d9847b9556719,1,Não recomendo está loja ... pois eu comprei duas cortinas iguais e só me mandaram uma e na nota veio com quantidade de duas... já liguei para a Americana e questionei estou aguardando uma posição,1,0.721,True
96ec32719edab5fd4f9cb4d83f7442d5,a63e4b82c362c488802abe5a133440aa,1,Na embalagem consta que é de 500mg porém cada cápsula tem apenas 75mg. Propaganda enganosa.,1,0.784,True
67c2557eb0bd72e3ece1e03477c9dff5,8e17072ec97ce29f0e1f111e598b0c85,1,Entregou o produto errado.,1,0.6,True
a169c853a5ba10abfccb9c9afb06aa60,af07804a2d53e8639954baf97fbf803a,1,"Recebi o produto cheio de defeitos. Já solicitei devolução do dinheiro, estou aguardando retorno",1,0.868,True
b23884a121b0d630f7f4a8120aa9b0e2,92636fba2bec02c660ed866c0ab6f4bd,1,"Boa noite,
Só recebi o esterilizador, não recebi a almofada.
Além disso, o esterilizador veio com a caixa aberta/rasgada.",1,0.518,True
eb5f2defb45b78b66830c995445905f1,4c9765e8d244352198202cf29ffee005,1,Recebi 01 item apenas.,1,0.648,True
3b3281d06d8ec237c3e2b4e7289ca9d2,cb415863b9b9ae1341b2deaebdc88c9b,1,Demorou muito pra entregar.,3,0.337,False
60b24f8ff7973a143b7a780ef137d9d2,10b26ae59835a2a63aa53e2da4ebefa9,1,"Recebi o produto de uma compra que foi cancelada pelo site no dia 07/05, e estou muito chateada com isso.",1,0.728,True
7e0f1dbfe47241f795a87b8608543ab1,6768c474e9019cdd1b5f11bb7a126f8f,1,O produto não foi entregue. Nem se quer chegou em casa. ,1,0.782,True
37dd8616498acf166d5762949d546cff,5651d145b842e1a67239f35b7c6ceb18,1,"Olá, meu relógio ainda não foi entregue, por isso estou aqui, com certeza ocorreu algum problema e gostaria de saber quando vou recebê-lo. ",3,0.279,False
58895020ac6c708611d3b9fdadf0b644,27d90e6110e8c6168bf04f4efc4b936e,1,Não sei como a lannister resolve usar o próprio nome pra vender produtos de um loja tão descompromissada com o cliente. Não respondem o meu e-mail reclamando do atraso e da falta de atenção . ,1,0.804,True
d058dca0fce39b0bf287bd8729f7c08c,e09dd765041e9934d762d51ccb26adee,1,"a loja enviou outro produto no lugar, sem previa autorização",1,0.689,True
cfdaad4299ea1227e28556580f27d8f8,5cca24359ca7443aa609e17be46a0990,1,Recebi o produto errado danificado mal embalado e parece ter sido aberto. Parece que o produto já foi usado. Quero o produto certo. Alice número 49 funko pop vinil. Recebi o 176.,1,0.714,True
84dbddcea45a1134640eec4e9c849d96,83f0c4c6b1a3c31214ca8266dc888258,1,"Das cinco cadeiras que comprei chegaram somente duas com acabamento em tecido, o pedido foi feito com acabamento em corino...
",1,0.481,True
44ac2cade7f998f3abe60001a13a7002,49fd840f83db20dfb9558764aee35a33,1,"o pedido eram dois jogos de casais e só veio um dentro do pacote.
Além de nao entregar no prazo ainda entrega o pedido pela metade.
Peço providencias urgentes. ",1,0.727,True
2de909c9653925c9bdb502826aaa6c1c,3f9c0ca2b7837ae6d1c8fa78e9b8e139,1,Preciso fazer o cancelamento dessa compra pois até agora nada foi entregue ,1,0.705,True
6333f24e6ce005da87ff16181fcaa7a7,52acad099b2a57fc90af92b1078c1cb3,1,"Eu Comprei dois óculos e vieram dois brincos 
Quero trocar o produto",1,0.611,True
797f76570719ad7b58952097d86a2e97,b56383d16b2ecad95ab7737504e59d49,1,não recebi 1 cartucho e não tive retorno do vendedor e nem do baratheon. vou ter que cancelar a compra se não receber contato. mas a falta de respeito em não receber retorno me preocupa,1,0.604,True
65fccf4e7427ed688e24d54921e86287,2a0c9271a9b5e2f5932bdcc2a0b89200,1,Comprei o Kit e a película que veio é para o Iphone X e não para o Xperia X conforme descrito no produto.,1,0.295,True
7b85c6acaddb354af9aa840528838d9f,33a3edb84b9df4cb49546859b990ac6d,1,Minha opinião é que se comprei o produto ele tinha que ser entregue e não receber um notificação que seria dado como entregue o produto...então a empresa me devolva meu dinheiro!!,1,0.793,True
51189ef7b599ff019ba242f384468319,c262d9407971d247fc7683fc716ab9ab,1,"Deixar o cliente sem notícia do produto fica complicado, o aplicativo só diz que a nota fiscal foi emitida e agora recebi um e-mail dizendo que não tem mais previsão para entrega",1,0.679,True
2cea41cfbf4bd5cf5dbf24c517018cea,e4701cf302a9b3cc9efc51f06f354ecf,1,Desejo a troça do meu produto o mesmo veio em tamanhos diferentes ,5,0.328,False
3396ffee57f117be6cd96b8a74211aee,cc0a676b66d4a6615ad8125548b44d12,1,Impossível usalo,1,0.552,True
6addb9bbfea477d2da68d2aa091c6e1e,70ffdf594d9f10774b05b0e2f55b0eac,1,No site estava dizendo que seria 2 litros porém me foi enviado um frasco de 500 ml,1,0.442,True
4d7742319d8d9d6d9df4c387ca99ba30,836128c0637ca6a0c2dbe0c00cf19d99,1,Comprei um cartucho com especificações originais CANON e recebi um cartucho recarregado.,1,0.244,True
55407eb6d0b880a2bd33b3abd59eaf0e,f2b620afa1cd911f5bce90e1f9646760,1,"Produto não foi entregue. Sem resposta das lojas lannister e sem respostas da empresa responsável, apesar de ter entrado em contato.",1,0.82,True
a3f3171974a20833fb10286e268e5340,22d494f5aa645ca9c597962040fc930f,1,"Não recebi, pedi reembolso e o crédito não entrou na conta ",1,0.868,True
8dd305432df27d5ecae8ea11144325ea,fc83eb7b2a806cd7c4ed7abaa9af49e7,1,Cancelei toda minha compra e até o presente momento ninguém entrou em contato. Que atendimento péssimo ao cliente. Cancelei 30 min depois e os canais de atendimento são horríveis. Ninguém resolve ,1,0.956,True
7d6ba969ba93e86ed87d563c1821616b,cf5c8d9f52807cb2d2f0a0ff54c478da,1,Fiz pedido de 6 produtos e só recebi 2.,1,0.597,True
5a61a9f35bdb41a247718ae2484867cf,7fc930983a4062abd3407e7d6a0141a5,1,a Entrega não foi realizada. ,1,0.677,True
6396422a1d5d23cfc76ae3efb36b5e81,91663de20f19686d62e4dbc0087fcf62,1,Disseram q o produto tinha em estoque e depois da compra não tinha mais o produto. O que acarretou transtorno e um enorme incômodo para mim.,1,0.786,True
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,A peça não serviu,1,0.676,True
36ad6edf206cc33e3c28717f38bae8d9,a33b289433334b5de7fc4a053c290af8,1,Não recebi o produto ainda. Muito atraso ! Nunca passei por isto em nenhuma loja. Muito insatisfeito com o serviço.,1,0.887,True
bf0766bfddb4202cfafd1b6116887fe8,663f241698c041a1ca4f0b713327f0b0,1,"Produto veio com lacre violado.
Embora aparentemente parece que não foi usado, mas o lacre violado não passa segurança. Ainda mais quando a gente compra para dar de presente, o que foi o caso.
",1,0.55,True
f4bf62d2fadf72fd9528ce4a5c07ff38,f086346ea98d5d90079f0d0503699d93,1,Espero que eu receba minha mercadoria.,5,0.383,False
c3039a71818e8c4ebe2f1a905ab1f863,8fb030b413de395dcbb7cb1a3c9b256e,1,Demora muito e eles não dão satisfação pelo motivo do atraso,2,0.558,False
e51f7033d396aeea9374fd60ca39a2d0,ca7d7c95b0f170aae8a2ee59e2f24f66,1,Meu produto está em atraso era pra ter sido entregue no dia 10/03,1,0.672,True
1f268f4c40910353ebf678706bf93877,774189d7c5cbddd496b190c3c0f9de56,1,Não recebi o produto ,1,0.753,True
0cd96cc6f2fb57d0276dde659e920165,1454fd9eec5f4140bdbea254680361e5,1,"O produto é de péssima qualidade, a imagem é descrição não são fiéis ao produto",1,0.869,True
fb6d1e2f69d79f643ac42db6d3a247a1,17a64f4aa50ee9ab751db1cfb720776f,1,Não gostei da embalagem,1,0.44,True
8b239ad1265cf684f4cbdccbbbe4dafe,db2dee8ce25524ad8374fa6d1b11849b,1,Ainda não veio meu produto. Espero que semana que vem venha com segurança. ,1,0.535,True
27bb48e9d6189b09e21b69b62f8c4097,f3e80ce79cc543e78b626ae391d7ee5a,1,infelizmente essa compra não foi bem sucedida,1,0.598,True
4d26e9266f1c77fec7f20bc7b9bc72dd,b642a3e08bfd10119c9b7e948c936e93,1,"Efetuei o pagamento do boleto, mas o objeto não foi postado. Tentei contatar com eles no site, mas o envio do formulário deu erro. Enviei um e-mail, até agora sem resposta. Não recomendo essa loja.",1,0.778,True
d4256716da795c8b5dca30dccf18d6f9,754e0ef304d14ac589b026c5442c12bd,1,Não recomendo a ninguém a empresa pois até agora não receber meu produto . ,1,0.871,True
f3c6e7d738482de2b650baf678759d11,a684a880595e155b09caa69ea219257f,1,Até o momento não houve o recebimento do produto,1,0.374,True
8236417ad9cf970573cf2dfdacec47ce,093b4a025c91a570d1f3b60d428b60a0,1,"As compras que fiz no mesmo carrinho foram processaras de forma separada onerando o frete, uma das compras demorou demais para ser enviada e ainda não recebi o produto.",1,0.648,True
27c06cbbb2a7e2fd3967743bb26ff619,db6b63568221b91ede8c733e175bcb0f,1,"Recebi apenas uma garrafa do produto Limoncello Italiano Premium Coppo 700 ml
",1,0.532,True
63a92248aeef614bdd06f73933f89532,6468b5ffa2abf8b82f3c5ff91c6fe9eb,1,Comprei dois intes e só chegou um,1,0.562,True
3b838d7cb25f28fe79abc1fc679c853b,85aa425106ebd563ef29f08d6cb0f4d0,1,"nao recebi meu pedido, e agora o que faço",1,0.509,True
cfde9eedf66ea80951b92b9ebb7a0853,e76aec3ee261c5d2badb4c971b4e44cb,1,o produto era pra ter cegado até dia 18 e não chegou,1,0.801,True
7015ae1a43e51e25b13198625e8ccd91,4531bfc9fa7b2b7582a6dfad40fa0215,1,Não recebi nem uma satisfação pelo atraso,1,0.626,True
2521ded73db8561e0fd8df85eeeaaf5e,265271dd979e1221bab55d039af24b37,1,O vendedor entrou em contato comigo mas não concluiu a venda,1,0.554,True
df92ed71cfc3be12198e0a8217fd5af7,0572a001d46280ab9ab95964665ff768,1,A caneta espiã não funciona queria que vocês manda se outra para mim pôquer que vocês mandou não funciona não carrega não posso ficar com ela sim ,1,0.777,True
06a3c6cfa8c3865036085c126a95268b,50d338eab6621c8872eb362f57f47fad,1,Comprei dois produtos e já estão com atraso.,1,0.527,True
0ee4eed6279555809f98df5866811ad8,eae7c385faf129f9e3dfa314bda4d979,1,"pedi dois pacotes so chegou 1
",1,0.666,True
2e6b4bf87df432147106be62e5a425b9,25fcc160aad54c81aad28f9f71cb4cba,1,"O produto em exposição, não é como imaginamos , entregaram na data correta, devidamente embalado, mas se eu tivesse a oportunidade de ver o radio relógio físico, não compraria. deixou a desejar infeli",1,0.585,True
f31f7df1eee767691a02c580df9fe069,9fcf3a22a927c64dc1d0c8744634bf09,1,Nao recebi a encomenda. ,1,0.589,True
92c585d6e2802f46c8f12f813c642c78,9af89743e7144e56b5e028a248174ef1,1,O produto chegou no prazo! Mas o material é inferior não compensa o valor. Não recomendo ,1,0.593,True
6d1443d9faf4dbd6c1fd6c377ea11b3e,9c67cdf1fabbdfbdf49b97bd424b2500,1,"Comprei 2 (dois) kits compostos por capinha + película de gel... Veio apenas um kit! Faltaram, portanto, uma capinha e uma película...
Por fim, a película que veio era comum e não a de gel.",1,0.407,True
05a82ef7eec443d16dd35560ec541067,ed5c53daefe487fab95ccd2afaf61bb0,1,Demora. Eu compro tudo pelo baratheon aí vem tudo separado no cartão. Pq as lojas são diferentes. Horrível,1,0.655,True
f50690accd694abff405939a082f6468,4801b9cf238c2c9098bd66a5f092c2da,1,Estou aguardando o envio do produto há mais de um mês. Sem resposta da loja ,1,0.601,True
84d15544e1fd5221b812cda0d23ae242,64a9f2b487f66506d463ca18152280e8,1,O mocho não tem nem 6 meses de uso e a parte da estrutura já está rachando! Produto de péssima qualidade!,1,0.916,True
3310345582c65826f31d3c331aab7a11,f3a9533be7d4d89807905327d3d9a90f,1,as toalhas são ásperas e fininhas. Bela propaganda enganosa,1,0.906,True
c08738e6a4f03cdbcad1c12bd1233339,c21fcb36121a9b1c65eed7b20f0862bd,1,"o produto não veio como esperávamos, não deu certo pro carro.",2,0.473,False
105facb42b5b9147996f0b1b6fbf7b80,04c3bddd55df58e83123e3b174855489,1,"Holá!
Não recebi o produto é nem um telefonema referente ao que comprei.",1,0.765,True
d01f8861801088198e20d318cb4e370e,76ac5a9b38c945eb910681d171e98c55,1,"Deveria colocar mais detalhes do produto no site... Eu comprei pensando que o tapete era daquele tradicional, não parecendo um cobertor... Não tinha foto da parte de trás do tapete no site... ",2,0.444,False
58daa93434b95fb3a346b4960fdf2872,ef65b956d32f49ca2de73231303e80b3,1,eu recomendaria loja mas o produto não...na foto e mais bonito...e de pecima qualidade...com costuras engrugidas...e tecido muito fino 😕😕,2,0.495,False
2a8f99537dc66ad1299024fb9d439070,8c698ded819cb4d7c0fa6be003d08768,1,o produto veio pela metade e veio outro produto,1,0.681,True
3779beb6df9f934f2245267e6e3cc92b,5128188ca97d5ec2767217149eb8df4f,1,"Atraso na entrega,e não se consegue um CTT com a empresa",1,0.524,True
04b864df69259d7372fd50fd10d05bdd,3c1ceafa085d9c28c784b0ad99895a6e,1,Só chegou uma capa a transparente a fumê não chegou,1,0.681,True
49d2adc9f4769531d15b81e461e4e82e,f299e3cfbddf9de401e1f1adf33cd788,1,"AINDA NÃO ENTREGOU TODO O PEDIDO, ALÉM DE TER MANDADO A NOTA FISCAL COM O TOTAL DOS ITENS, MANDOU NO FISICO EMBALAGENS SEPARADAS PARA 05UN. 03 CHEGARAM NUM DIA, 01 EM OUTRO E ESTÁ FALTANDO 01UN.",1,0.802,True
d0f2985aa442230cb24eecd798bd7b9a,fe8557bac7755475950823aa9b15ebb3,1,Produto não funciona.,1,0.833,True
492d69b4cdb03d9222aa6516eb72ca87,c1ecc1e54515cde540ca84bb519839b1,1,"Não recebi o produto, solicitei devolucao do valor pago no meu cartão de crédito e não obtive be nenhum retorno",1,0.896,True
f30482f0795f129be4f6587358f9a547,c711de196a80086f6a5e179979fa4557,1,"Realizei uma compra na loja toca dos peixes, porém me enviaram o produto diferente. Muito insatisfeita as lojas parceiras da lannister. Espero o mais breve o código para devolução do produto.",1,0.699,True
ac38fd649a97fc21dca05c96aca79bae,0d3e9a1db3f3e32d92a74cf84605172d,1,Não gostei por q o produto veio sem o veu da frente,1,0.67,True
7eddc1f788a76f00f6de46a71124e1fb,04f15733e3974c4127cb066cb835cdc9,1,"Conforme o próprio email de voces, comprei 2 almofadas para bebê na forma de elefante, mas recebi apenas uma. Fui ao correio, mas não tem mais nada em meu nome. Gostaria de receber a segunda peça. ",1,0.609,True
df3619b5ba66c4bfbc8ab2f5b516ca02,41ce37ddfe9f8781e7ac936e4e7c6100,1,O produto veio faltando.. Comprei 2 unidade veio só uma e agora?,1,0.641,True
9771ac7787f1dd4938728130f370ec4e,d49cc0e98373ebdf3a080d3bad016283,1, não compro mais dessa parceira do baratheon fazer 30 dias que comprei nem a nota fiscal foi emitida ainda.,1,0.787,True
3110278ad7d97cc934001347910cf6eb,296dcb26190e9bfc5bb480b367c93840,1,Produto entregue foi totalmente diferente do pedido,1,0.44,True
37bd872bb86f7492f666ce6a2def8c10,8681822ccf2aaea9124f49a2a6dba7b1,1,"Comprei e paguei um produto em 03/03/2018.
No dia 19/03 recebi mensagem da lannister.com dizendo que houve problema na entrega nos Correios. Desde então tenho reclamado sem obter nenhuma resposta.",1,0.914,True
47ff18d217d86cd7a9ddef80e7e090e4,fcc1d095fad4806c94b96c7bbe51188d,1,Comprei 10 e recebi somente 5. ,1,0.593,True
5845cb7b6b04b4a27a9058ff3580cdfb,de859e22b1ba2980cdd352637fb1ab0a,1,Comprei um kit mini berço e o prazo de entrega foi no dia 14/02 sendo que até hoje não foi entregue e a empresa não me deu satisfação alguma ou alguma outra data para entrega. ,1,0.645,True
48ec5e1b122291eee51b89664e1cd22a,f54cbc3f957ff9982ed80d289647f592,1,Não recebi o produto. ,1,0.74,True
5dab20ed6ca66f9cbde95fda3633699a,67ca959c49356f3b0b6ec2b340cabccf,1,nao recebi o produto e nem recebi meu dinheiro de volta eu quero ,1,0.818,True
a4d19882d4145d456cb0eb20b6126f7d,cf788ee4258fde5130bb5651bda63918,1,"AINDA NÃO RECEBI O JOGO DE LENÇOL, JÁ FIZ RECLAMAÇÃO E A EMPRESA NÃO ENTRA EM CONTATO",1,0.829,True
c7fb23cd8188e9ed9136d6b84ec117c6,6a6c7d523fd59eb5bbefc007331af717,1,estou aguardando o produto chegar,3,0.245,False
a4379204b87e1d13d1f6d0e6ea10ab32,a557df88b44a07cf9885eb897089f0f9,1,O produto entregue não corresponde ao produto que eu encomendei. ,1,0.662,True
